frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
3,1,person,302.5,934.5,"(302, 934)",242,789,363,1080
3,2,person,750.0,316.0,"(750, 316)",717,223,783,409
3,3,person,1660.0,737.5,"(1660, 738)",1605,611,1715,864
3,4,person,914.5,150.5,"(915, 151)",882,73,947,228
3,5,person,830.5,328.0,"(831, 328)",803,239,858,417
3,6,person,923.0,491.5,"(923, 491)",861,390,985,593
3,7,person,1680.0,198.5,"(1680, 199)",1646,118,1714,279
3,8,person,326.0,387.5,"(326, 387)",280,292,372,483
3,9,person,1492.5,106.0,"(1493, 106)",1452,27,1533,185
3,10,person,1640.5,999.0,"(1641, 999)",1573,918,1708,1080
3,11,person,1833.5,259.5,"(1834, 260)",1801,177,1866,342
3,12,person,703.5,1041.0,"(703, 1041)",605,1002,802,1080
3,13,person,1174.0,37.5,"(1174, 37)",1154,0,1194,75
4,1,person,302.0,934.5,"(302, 934)",242,789,362,1080
4,2,person,750.0,316.0,"(750, 316)",717,223,783,409
4,3,person,1660.0,737.5,"(1660, 738)",1605,611,1715,864
4,4,person,914.5,150.5,"(915, 151)",882,73,947,228
4,5,person,830.5,328.0,"(831, 328)",803,239,858,417
4,6,person,922.5,491.5,"(923, 491)",861,390,984,593
4,7,person,1680.5,198.5,"(1680, 199)",1646,118,1715,279
4,8,person,326.0,387.0,"(326, 387)",280,291,372,483
4,9,person,1492.5,106.0,"(1493, 106)",1452,27,1533,185
4,10,person,1640.5,999.0,"(1641, 999)",1573,918,1708,1080
4,11,person,1834.0,259.0,"(1834, 259)",1801,176,1867,342
4,12,person,704.0,1041.0,"(704, 1041)",606,1002,802,1080
4,13,person,1174.0,37.5,"(1174, 37)",1154,0,1194,75
5,1,person,299.5,937.5,"(300, 937)",240,795,359,1080
5,2,person,753.0,316.0,"(753, 316)",720,223,786,409
5,3,person,1659.0,738.0,"(1659, 738)",1604,612,1714,864
5,4,person,915.5,150.5,"(915, 151)",883,73,948,228
5,5,person,833.0,327.5,"(833, 328)",805,237,861,418
5,6,person,919.5,501.0,"(920, 501)",854,392,985,610
5,7,person,1680.5,198.0,"(1680, 198)",1647,119,1714,277
5,8,person,326.0,366.5,"(326, 367)",270,250,382,483
5,9,person,1492.0,105.0,"(1492, 105)",1452,27,1532,183
5,10,person,1645.5,1000.0,"(1645, 1000)",1579,921,1712,1079
5,11,person,1836.0,258.5,"(1836, 259)",1803,176,1869,341
5,12,person,704.5,1040.0,"(705, 1040)",604,1000,805,1080
5,13,person,1173.5,37.5,"(1174, 37)",1153,0,1194,75
6,1,person,288.0,940.5,"(288, 941)",230,802,346,1079
6,2,person,758.5,314.0,"(759, 314)",725,220,792,408
6,3,person,1660.0,738.5,"(1660, 739)",1605,613,1715,864
6,4,person,915.0,151.0,"(915, 151)",883,74,947,228
6,5,person,837.5,327.0,"(837, 327)",809,236,866,418
6,6,person,913.0,510.5,"(913, 510)",844,395,982,626
6,7,person,1680.0,199.0,"(1680, 199)",1646,119,1714,279
6,8,person,324.0,358.5,"(324, 359)",264,231,384,486
6,9,person,1496.0,105.5,"(1496, 106)",1456,28,1536,183
6,10,person,1647.5,1003.5,"(1647, 1003)",1584,928,1711,1079
6,11,person,1837.5,258.5,"(1838, 259)",1804,174,1871,343
6,12,person,708.0,1037.0,"(708, 1037)",600,994,816,1080
6,13,person,1174.0,37.5,"(1174, 37)",1154,0,1194,75
7,1,person,279.5,944.0,"(279, 944)",223,810,336,1078
7,2,person,762.0,313.5,"(762, 313)",728,219,796,408
7,3,person,1659.5,740.0,"(1660, 740)",1604,614,1715,866
7,4,person,916.5,151.0,"(916, 151)",885,74,948,228
7,5,person,843.0,327.0,"(843, 327)",814,236,872,418
7,6,person,909.0,516.5,"(909, 517)",839,398,979,635
7,7,person,1679.0,198.5,"(1679, 198)",1645,118,1713,279
7,8,person,323.5,352.5,"(324, 353)",260,218,387,487
7,9,person,1500.5,105.5,"(1500, 105)",1461,29,1540,182
7,10,person,1649.5,1007.0,"(1649, 1007)",1589,936,1710,1078
7,11,person,1839.5,258.5,"(1839, 258)",1805,173,1874,344
7,12,person,715.0,1034.0,"(715, 1034)",602,988,828,1080
7,13,person,1173.0,37.5,"(1173, 37)",1153,0,1193,75
8,1,person,273.5,947.0,"(273, 947)",219,818,328,1076
8,2,person,763.0,312.0,"(763, 312)",729,219,797,405
8,3,person,1659.5,742.5,"(1659, 743)",1604,617,1715,868
8,4,person,918.5,149.0,"(918, 149)",887,72,950,226
8,5,person,847.5,327.0,"(847, 327)",818,236,877,418
8,6,person,908.0,520.5,"(908, 520)",839,403,977,638
8,7,person,1679.5,196.0,"(1679, 196)",1646,116,1713,276
8,9,person,1502.5,105.0,"(1502, 105)",1463,29,1542,181
8,10,person,1648.0,1010.5,"(1648, 1011)",1590,944,1706,1077
8,11,person,1840.0,258.0,"(1840, 258)",1805,172,1875,344
8,12,person,717.5,1032.0,"(718, 1032)",601,984,834,1080
8,13,person,1172.0,37.0,"(1172, 37)",1152,0,1192,74
8,14,person,1341.0,24.0,"(1341, 24)",1322,0,1360,48
9,1,person,268.0,950.5,"(268, 950)",214,825,322,1076
9,2,person,766.0,311.0,"(766, 311)",733,220,799,402
9,3,person,1661.0,753.0,"(1661, 753)",1603,622,1719,884
9,4,person,920.5,148.0,"(920, 148)",889,71,952,225
9,5,person,849.5,326.5,"(849, 327)",820,236,879,417
9,6,person,903.5,523.5,"(904, 524)",836,408,971,639
9,7,person,1679.0,193.5,"(1679, 194)",1646,115,1712,272
9,9,person,1502.0,104.5,"(1502, 104)",1463,30,1541,179
9,10,person,1647.5,1014.0,"(1648, 1014)",1591,950,1704,1078
9,11,person,1841.5,258.0,"(1842, 258)",1806,172,1877,344
9,12,person,719.0,1029.0,"(719, 1029)",598,978,840,1080
9,13,person,1171.0,37.0,"(1171, 37)",1151,0,1191,74
9,14,person,1341.0,24.0,"(1341, 24)",1322,0,1360,48
10,1,person,265.5,951.5,"(266, 952)",211,827,320,1076
10,2,person,767.0,310.5,"(767, 310)",734,220,800,401
10,3,person,1661.5,756.5,"(1661, 756)",1603,624,1720,889
10,4,person,921.0,147.0,"(921, 147)",890,70,952,224
10,5,person,850.0,326.0,"(850, 326)",820,236,880,416
10,6,person,902.5,524.5,"(902, 525)",836,410,969,639
10,7,person,1678.5,192.5,"(1678, 193)",1646,114,1711,271
10,9,person,1501.5,104.0,"(1502, 104)",1462,30,1541,178
10,10,person,1647.5,1015.0,"(1647, 1015)",1591,952,1704,1078
10,11,person,1842.0,257.0,"(1842, 257)",1806,171,1878,343
10,12,person,720.5,1028.0,"(721, 1028)",599,976,842,1080
10,13,person,1171.0,37.0,"(1171, 37)",1151,0,1191,74
10,16,person,343.0,320.5,"(343, 320)",305,225,381,416
10,17,person,1017.0,61.0,"(1017, 61)",985,0,1049,122
11,1,person,263.0,956.0,"(263, 956)",209,834,317,1078
11,2,person,770.5,310.0,"(770, 310)",737,220,804,400
11,3,person,1662.5,762.0,"(1662, 762)",1603,627,1722,897
11,4,person,922.5,147.0,"(923, 147)",891,70,954,224
11,5,person,850.5,325.0,"(850, 325)",821,236,880,414
11,6,person,900.5,527.5,"(900, 528)",833,411,968,644
11,7,person,1679.0,191.5,"(1679, 191)",1647,114,1711,269
11,9,person,1503.5,104.0,"(1503, 104)",1464,30,1543,178
11,10,person,1647.0,1019.5,"(1647, 1020)",1594,961,1700,1078
11,11,person,1842.5,258.0,"(1843, 258)",1806,172,1879,344
11,12,person,723.0,1025.5,"(723, 1025)",601,972,845,1079
11,13,person,1170.5,37.5,"(1170, 37)",1150,0,1191,75
11,14,person,1339.0,20.0,"(1339, 20)",1323,0,1355,40
11,16,person,350.5,319.0,"(350, 319)",312,224,389,414
11,17,person,1019.0,63.0,"(1019, 63)",986,0,1052,126
12,1,person,255.5,959.0,"(256, 959)",202,839,309,1079
12,2,person,772.5,310.0,"(772, 310)",739,220,806,400
12,3,person,1662.5,766.0,"(1663, 766)",1603,632,1722,900
12,4,person,924.0,146.0,"(924, 146)",893,70,955,222
12,5,person,853.5,321.5,"(853, 321)",824,234,883,409
12,6,person,896.0,530.0,"(896, 530)",829,413,963,647
12,7,person,1679.0,189.0,"(1679, 189)",1647,111,1711,267
12,9,person,1504.0,104.5,"(1504, 104)",1464,30,1544,179
12,10,person,1647.0,1022.5,"(1647, 1023)",1596,967,1698,1078
12,11,person,1843.5,257.5,"(1844, 258)",1807,171,1880,344
12,12,person,725.5,1022.5,"(726, 1023)",600,966,851,1079
12,13,person,1169.5,37.5,"(1169, 37)",1149,0,1190,75
12,14,person,1338.5,19.0,"(1339, 19)",1323,0,1354,38
12,16,person,351.5,314.0,"(352, 314)",313,219,390,409
12,17,person,1020.0,62.0,"(1020, 62)",988,0,1052,124
13,1,person,247.5,960.5,"(247, 961)",194,842,301,1079
13,2,person,776.0,310.0,"(776, 310)",742,220,810,400
13,3,person,1664.0,773.0,"(1664, 773)",1604,638,1724,908
13,4,person,926.0,146.5,"(926, 147)",895,71,957,222
13,5,person,857.0,318.5,"(857, 319)",828,232,886,405
13,6,person,886.0,532.5,"(886, 532)",820,416,952,649
13,7,person,1679.5,186.0,"(1679, 186)",1647,108,1712,264
13,9,person,1506.0,103.5,"(1506, 103)",1466,29,1546,178
13,11,person,1847.5,256.0,"(1848, 256)",1812,172,1883,340
13,12,person,729.0,1020.0,"(729, 1020)",602,961,856,1079
13,13,person,1167.5,38.0,"(1168, 38)",1147,0,1188,76
13,14,person,1339.0,19.0,"(1339, 19)",1323,0,1355,38
13,16,person,354.5,313.5,"(355, 313)",316,219,393,408
13,17,person,1022.5,61.0,"(1023, 61)",991,0,1054,122
14,1,person,245.0,961.5,"(245, 961)",192,843,298,1080
14,2,person,777.0,309.5,"(777, 310)",743,219,811,400
14,3,person,1664.0,775.0,"(1664, 775)",1604,640,1724,910
14,4,person,926.0,146.5,"(926, 147)",895,71,957,222
14,5,person,858.5,317.5,"(859, 318)",829,231,888,404
14,6,person,882.0,533.5,"(882, 533)",817,417,947,650
14,7,person,1679.5,184.5,"(1679, 185)",1647,107,1712,262
14,9,person,1506.0,103.0,"(1506, 103)",1466,29,1546,177
14,11,person,1848.5,255.0,"(1849, 255)",1813,172,1884,338
14,12,person,730.0,1019.0,"(730, 1019)",605,959,855,1079
14,13,person,1167.0,38.0,"(1167, 38)",1146,0,1188,76
14,14,person,1339.0,19.0,"(1339, 19)",1323,0,1355,38
14,16,person,355.5,314.0,"(356, 314)",317,219,394,409
14,17,person,1023.5,61.0,"(1024, 61)",992,0,1055,122
15,1,person,238.5,964.0,"(239, 964)",187,848,290,1080
15,2,person,779.5,309.5,"(779, 310)",745,219,814,400
15,3,person,1665.0,777.5,"(1665, 778)",1605,643,1725,912
15,4,person,929.0,146.5,"(929, 146)",898,71,960,222
15,5,person,862.0,316.5,"(862, 317)",833,230,891,403
15,6,person,879.5,534.5,"(879, 535)",815,417,944,652
15,7,person,1679.5,183.5,"(1679, 184)",1647,105,1712,262
15,9,person,1507.5,101.5,"(1507, 101)",1468,28,1547,175
15,11,person,1850.0,255.5,"(1850, 256)",1814,172,1886,339
15,12,person,739.5,1017.5,"(740, 1018)",615,956,864,1079
15,13,person,1166.5,39.0,"(1166, 39)",1145,0,1188,78
15,14,person,1339.0,19.0,"(1339, 19)",1323,0,1355,38
15,16,person,358.5,314.5,"(358, 315)",321,222,396,407
15,17,person,1025.5,60.0,"(1026, 60)",995,0,1056,120
15,19,person,268.5,408.5,"(269, 408)",232,322,305,495
16,1,person,236.5,965.0,"(237, 965)",185,850,288,1080
16,2,person,780.0,309.5,"(780, 310)",746,219,814,400
16,3,person,1665.5,779.0,"(1665, 779)",1606,645,1725,913
16,4,person,930.0,146.0,"(930, 146)",899,71,961,221
16,5,person,863.0,316.0,"(863, 316)",834,229,892,403
16,6,person,878.5,535.0,"(879, 535)",815,417,942,653
16,7,person,1679.0,183.0,"(1679, 183)",1646,104,1712,262
16,9,person,1507.5,101.0,"(1508, 101)",1468,28,1547,174
16,11,person,1850.0,256.0,"(1850, 256)",1814,172,1886,340
16,12,person,742.5,1016.5,"(743, 1017)",621,954,864,1079
16,13,person,1165.5,39.0,"(1166, 39)",1144,0,1187,78
16,14,person,1339.0,19.0,"(1339, 19)",1323,0,1355,38
16,16,person,359.0,315.0,"(359, 315)",322,224,396,406
16,17,person,1026.5,59.5,"(1026, 59)",996,0,1057,119
16,19,person,267.5,408.5,"(268, 408)",230,320,305,497
17,1,person,231.0,967.0,"(231, 967)",180,854,282,1080
17,2,person,782.5,307.0,"(782, 307)",749,218,816,396
17,3,person,1667.5,780.0,"(1667, 780)",1609,649,1726,911
17,4,person,931.0,146.0,"(931, 146)",900,71,962,221
17,5,person,865.0,314.0,"(865, 314)",836,226,894,402
17,6,person,877.0,535.0,"(877, 535)",814,417,940,653
17,7,person,1679.5,182.5,"(1679, 182)",1646,103,1713,262
17,9,person,1506.0,98.0,"(1506, 98)",1467,25,1545,171
17,11,person,1851.0,256.5,"(1851, 256)",1814,171,1888,342
17,12,person,744.5,1015.0,"(745, 1015)",624,951,865,1079
17,13,person,1165.5,39.5,"(1165, 39)",1144,0,1187,79
17,14,person,1339.5,19.0,"(1339, 19)",1323,0,1356,38
17,16,person,361.0,314.0,"(361, 314)",324,223,398,405
17,17,person,1027.0,59.0,"(1027, 59)",997,0,1057,118
17,19,person,261.5,407.5,"(261, 408)",224,318,299,497
18,1,person,224.5,969.0,"(225, 969)",174,858,275,1080
18,2,person,784.5,303.0,"(785, 303)",751,215,818,391
18,3,person,1668.5,782.0,"(1669, 782)",1610,652,1727,912
18,4,person,933.0,145.5,"(933, 146)",902,71,964,220
18,5,person,868.0,312.5,"(868, 312)",839,223,897,402
18,6,person,877.0,544.5,"(877, 544)",812,421,942,668
18,7,person,1679.5,182.0,"(1679, 182)",1646,102,1713,262
18,9,person,1506.5,96.5,"(1506, 97)",1467,23,1546,170
18,11,person,1854.0,256.5,"(1854, 256)",1817,171,1891,342
18,12,person,747.5,1014.0,"(748, 1014)",628,948,867,1080
18,13,person,1164.5,39.5,"(1165, 39)",1143,0,1186,79
18,14,person,1340.0,18.5,"(1340, 18)",1324,0,1356,37
18,16,person,362.5,315.5,"(363, 316)",325,225,400,406
18,17,person,1028.0,58.5,"(1028, 58)",998,0,1058,117
18,19,person,256.0,403.5,"(256, 403)",215,304,297,503
19,1,person,215.0,971.0,"(215, 971)",165,862,265,1080
19,2,person,786.5,300.0,"(787, 300)",753,212,820,388
19,3,person,1670.0,781.5,"(1670, 782)",1613,655,1727,908
19,4,person,935.0,144.5,"(935, 144)",904,71,966,218
19,5,person,871.0,311.5,"(871, 312)",841,220,901,403
19,6,person,874.0,548.0,"(874, 548)",809,422,939,674
19,7,person,1678.5,181.0,"(1679, 181)",1645,101,1712,261
19,9,person,1507.5,97.0,"(1507, 97)",1468,23,1547,171
19,11,person,1855.0,256.0,"(1855, 256)",1818,171,1892,341
19,12,person,748.5,1012.0,"(749, 1012)",629,944,868,1080
19,13,person,1163.5,39.5,"(1164, 39)",1142,0,1185,79
19,14,person,1339.5,18.0,"(1340, 18)",1323,0,1356,36
19,16,person,370.5,314.5,"(370, 315)",333,224,408,405
19,17,person,1035.0,58.0,"(1035, 58)",1006,0,1064,116
19,19,person,252.0,403.5,"(252, 403)",210,301,294,506
20,1,person,209.5,972.5,"(210, 972)",159,865,260,1080
20,2,person,790.5,298.0,"(791, 298)",757,207,824,389
20,3,person,1671.5,784.0,"(1672, 784)",1615,658,1728,910
20,4,person,939.0,143.0,"(939, 143)",908,71,970,215
20,5,person,874.0,311.5,"(874, 311)",844,218,904,405
20,6,person,871.0,549.0,"(871, 549)",806,422,936,676
20,7,person,1678.5,181.0,"(1679, 181)",1645,101,1712,261
20,9,person,1508.5,97.0,"(1509, 97)",1469,22,1548,172
20,12,person,751.5,1009.5,"(751, 1009)",633,940,870,1079
20,13,person,1163.0,40.0,"(1163, 40)",1141,0,1185,80
20,14,person,1340.0,18.0,"(1340, 18)",1324,0,1356,36
20,16,person,373.0,314.5,"(373, 314)",336,224,410,405
20,17,person,1037.0,58.5,"(1037, 58)",1008,0,1066,117
20,19,person,249.0,406.5,"(249, 406)",208,305,290,508
21,1,person,202.5,975.0,"(203, 975)",153,870,252,1080
21,2,person,793.5,297.0,"(794, 297)",759,205,828,389
21,3,person,1673.0,785.0,"(1673, 785)",1616,660,1730,910
21,4,person,940.5,141.0,"(941, 141)",909,67,972,215
21,5,person,875.5,311.0,"(876, 311)",845,216,906,406
21,6,person,867.5,539.5,"(868, 539)",807,422,928,657
21,7,person,1678.5,182.0,"(1678, 182)",1645,102,1712,262
21,9,person,1510.0,95.5,"(1510, 96)",1471,21,1549,170
21,12,person,756.0,1006.0,"(756, 1006)",637,933,875,1079
21,13,person,1162.0,40.5,"(1162, 40)",1140,0,1184,81
21,14,person,1341.0,18.0,"(1341, 18)",1325,0,1357,36
21,16,person,376.0,315.0,"(376, 315)",339,225,413,405
21,17,person,1037.5,58.0,"(1038, 58)",1009,0,1066,116
21,19,person,245.0,407.0,"(245, 407)",203,302,287,512
22,1,person,200.0,976.0,"(200, 976)",150,872,250,1080
22,2,person,794.5,296.5,"(795, 297)",760,203,829,390
22,3,person,1673.0,785.5,"(1673, 785)",1616,661,1730,910
22,4,person,941.5,140.0,"(941, 140)",910,66,973,214
22,5,person,876.5,311.0,"(877, 311)",846,215,907,407
22,6,person,866.5,535.0,"(867, 535)",808,421,925,649
22,7,person,1678.5,182.0,"(1678, 182)",1645,102,1712,262
22,9,person,1510.0,95.0,"(1510, 95)",1471,21,1549,169
22,12,person,757.0,1005.0,"(757, 1005)",640,931,874,1079
22,13,person,1161.0,40.5,"(1161, 40)",1139,0,1183,81
22,14,person,1341.0,17.5,"(1341, 17)",1325,0,1357,35
22,16,person,377.0,315.0,"(377, 315)",340,225,414,405
22,17,person,1038.5,57.5,"(1038, 57)",1010,0,1067,115
22,19,person,243.5,416.5,"(243, 417)",202,312,285,521
23,1,person,196.0,979.0,"(196, 979)",146,878,246,1080
23,2,person,796.5,295.0,"(796, 295)",764,206,829,384
23,3,person,1674.0,790.5,"(1674, 791)",1616,663,1732,918
23,4,person,945.0,139.5,"(945, 139)",914,67,976,212
23,5,person,879.0,310.5,"(879, 310)",849,215,909,406
23,6,person,865.0,534.0,"(865, 534)",808,425,922,643
23,7,person,1678.5,182.0,"(1678, 182)",1646,102,1711,262
23,9,person,1510.0,96.0,"(1510, 96)",1471,22,1549,170
23,12,person,761.0,1002.0,"(761, 1002)",645,926,877,1078
23,13,person,1160.0,41.0,"(1160, 41)",1138,0,1182,82
23,14,person,1342.0,18.5,"(1342, 18)",1325,0,1359,37
23,16,person,380.0,313.5,"(380, 314)",343,224,417,403
23,17,person,1039.5,58.0,"(1040, 58)",1011,0,1068,116
23,19,person,240.0,420.5,"(240, 421)",199,318,281,523
23,22,person,1799.0,696.0,"(1799, 696)",1765,614,1833,778
24,1,person,189.5,982.5,"(189, 982)",140,885,239,1080
24,2,person,799.0,293.5,"(799, 294)",768,209,830,378
24,3,person,1674.5,799.0,"(1675, 799)",1615,668,1734,930
24,4,person,949.0,139.0,"(949, 139)",918,67,980,211
24,5,person,880.5,309.0,"(881, 309)",851,214,910,404
24,6,person,863.5,544.5,"(864, 545)",804,431,923,658
24,7,person,1678.0,181.5,"(1678, 182)",1645,101,1711,262
24,9,person,1509.5,95.0,"(1509, 95)",1471,21,1548,169
24,12,person,766.0,1000.0,"(766, 1000)",651,922,881,1078
24,13,person,1160.0,41.0,"(1160, 41)",1138,0,1182,82
24,14,person,1342.0,19.0,"(1342, 19)",1324,0,1360,38
24,16,person,381.0,310.0,"(381, 310)",344,219,418,401
24,17,person,1041.5,57.0,"(1041, 57)",1014,1,1069,113
24,19,person,234.5,428.0,"(235, 428)",194,327,275,529
24,22,person,1796.5,699.0,"(1796, 699)",1762,617,1831,781
25,1,person,181.5,986.5,"(181, 987)",133,894,230,1079
25,2,person,803.0,293.0,"(803, 293)",771,207,835,379
25,3,person,1676.0,806.5,"(1676, 807)",1615,672,1737,941
25,4,person,953.0,139.5,"(953, 140)",921,67,985,212
25,5,person,882.5,307.0,"(883, 307)",853,211,912,403
25,6,person,859.0,551.5,"(859, 551)",800,439,918,664
25,7,person,1677.5,181.0,"(1678, 181)",1645,101,1710,261
25,9,person,1510.0,94.5,"(1510, 95)",1472,22,1548,167
25,12,person,771.0,998.5,"(771, 999)",658,919,884,1078
25,13,person,1159.0,41.0,"(1159, 41)",1137,0,1181,82
25,14,person,1342.0,19.0,"(1342, 19)",1324,0,1360,38
25,16,person,384.5,306.0,"(385, 306)",347,214,422,398
25,17,person,1042.0,57.0,"(1042, 57)",1014,0,1070,114
25,19,person,229.0,430.0,"(229, 430)",189,330,269,530
25,22,person,1795.0,699.5,"(1795, 700)",1761,618,1829,781
26,1,person,174.0,989.5,"(174, 989)",126,901,222,1078
26,2,person,806.5,292.5,"(807, 293)",773,204,840,381
26,3,person,1676.5,815.0,"(1677, 815)",1615,679,1738,951
26,4,person,955.5,139.0,"(955, 139)",923,66,988,212
26,5,person,886.5,304.5,"(887, 304)",859,214,914,395
26,6,person,854.5,556.5,"(855, 556)",794,442,915,671
26,7,person,1677.0,179.5,"(1677, 179)",1645,100,1709,259
26,9,person,1510.5,94.0,"(1510, 94)",1473,22,1548,166
26,12,person,777.0,994.5,"(777, 995)",662,910,892,1079
26,13,person,1156.5,43.5,"(1157, 43)",1134,0,1179,87
26,14,person,1342.5,19.0,"(1342, 19)",1324,0,1361,38
26,16,person,387.5,305.0,"(387, 305)",350,213,425,397
26,17,person,1043.0,57.0,"(1043, 57)",1015,0,1071,114
26,19,person,220.0,430.5,"(220, 430)",182,336,258,525
27,1,person,162.5,992.5,"(163, 993)",115,906,210,1079
27,2,person,813.0,292.0,"(813, 292)",779,203,847,381
27,3,person,1677.5,822.5,"(1677, 823)",1615,684,1740,961
27,4,person,956.0,138.0,"(956, 138)",923,64,989,212
27,5,person,889.0,302.0,"(889, 302)",862,213,916,391
27,6,person,849.5,560.0,"(850, 560)",789,445,910,675
27,7,person,1677.0,177.5,"(1677, 178)",1645,99,1709,256
27,9,person,1511.0,93.5,"(1511, 93)",1473,20,1549,167
27,12,person,779.0,992.0,"(779, 992)",665,905,893,1079
27,13,person,1155.0,45.0,"(1155, 45)",1132,0,1178,90
27,14,person,1343.0,19.0,"(1343, 19)",1325,0,1361,38
27,16,person,392.0,297.0,"(392, 297)",354,204,430,390
27,17,person,1042.5,56.5,"(1043, 56)",1015,0,1070,113
27,19,person,212.5,431.5,"(212, 431)",176,342,249,521
28,1,person,159.0,993.5,"(159, 994)",111,908,207,1079
28,2,person,815.0,291.5,"(815, 292)",781,202,849,381
28,3,person,1677.5,825.0,"(1678, 825)",1614,685,1741,965
28,4,person,956.5,137.5,"(956, 137)",923,63,990,212
28,5,person,890.0,301.5,"(890, 302)",863,214,917,389
28,6,person,848.5,561.0,"(848, 561)",788,446,909,676
28,7,person,1676.5,177.0,"(1677, 177)",1645,98,1708,256
28,9,person,1511.0,93.5,"(1511, 93)",1473,20,1549,167
28,12,person,780.0,991.0,"(780, 991)",668,903,892,1079
28,13,person,1154.5,45.5,"(1154, 45)",1131,0,1178,91
28,16,person,393.5,295.5,"(394, 295)",355,202,432,389
28,17,person,1042.5,56.0,"(1043, 56)",1015,0,1070,112
28,19,person,210.0,431.5,"(210, 432)",175,344,245,519
29,1,person,152.0,997.0,"(152, 997)",105,915,199,1079
29,2,person,815.5,291.5,"(815, 292)",782,203,849,380
29,3,person,1679.5,831.5,"(1680, 832)",1615,689,1744,974
29,4,person,957.0,136.5,"(957, 137)",923,61,991,212
29,5,person,892.0,300.0,"(892, 300)",865,212,919,388
29,6,person,846.0,564.5,"(846, 564)",785,449,907,680
29,7,person,1676.5,175.5,"(1677, 175)",1645,98,1708,253
29,9,person,1511.0,91.5,"(1511, 92)",1473,18,1549,165
29,12,person,782.5,990.0,"(782, 990)",673,901,892,1079
29,13,person,1154.0,45.0,"(1154, 45)",1131,0,1177,90
29,14,person,1345.5,18.0,"(1345, 18)",1328,0,1363,36
29,16,person,395.0,294.0,"(395, 294)",357,200,433,388
29,17,person,1043.5,56.5,"(1044, 56)",1016,0,1071,113
29,19,person,206.5,431.0,"(206, 431)",171,344,242,518
30,1,person,142.0,1000.0,"(142, 1000)",96,920,188,1080
30,2,person,816.5,291.5,"(817, 292)",782,202,851,381
30,3,person,1679.5,835.0,"(1679, 835)",1615,692,1744,978
30,4,person,959.0,136.0,"(959, 136)",925,60,993,212
30,5,person,893.5,298.0,"(894, 298)",866,210,921,386
30,6,person,841.0,566.0,"(841, 566)",780,451,902,681
30,7,person,1676.5,173.5,"(1676, 174)",1645,96,1708,251
30,9,person,1512.5,89.0,"(1512, 89)",1475,15,1550,163
30,12,person,784.0,988.5,"(784, 988)",675,897,893,1080
30,13,person,1154.0,45.5,"(1154, 45)",1131,0,1177,91
30,14,person,1346.5,17.5,"(1346, 17)",1329,0,1364,35
30,16,person,396.0,293.0,"(396, 293)",358,200,434,386
30,17,person,1043.5,57.5,"(1044, 57)",1015,0,1072,115
30,19,person,201.5,435.0,"(202, 435)",166,347,237,523
31,1,person,133.0,1002.0,"(133, 1002)",87,924,179,1080
31,2,person,818.5,287.5,"(819, 288)",785,200,852,375
31,3,person,1680.0,836.5,"(1680, 836)",1616,695,1744,978
31,4,person,962.5,138.5,"(962, 139)",929,64,996,213
31,5,person,895.5,296.0,"(896, 296)",868,209,923,383
31,6,person,837.0,567.0,"(837, 567)",777,454,897,680
31,7,person,1676.0,172.0,"(1676, 172)",1645,95,1707,249
31,9,person,1513.5,87.5,"(1513, 88)",1476,13,1551,162
31,12,person,788.5,986.0,"(788, 986)",680,892,897,1080
31,13,person,1153.0,45.5,"(1153, 45)",1130,0,1176,91
31,14,person,1346.0,17.5,"(1346, 17)",1328,0,1364,35
31,16,person,400.0,292.5,"(400, 292)",361,200,439,385
31,17,person,1044.5,57.5,"(1044, 57)",1016,0,1073,115
31,19,person,197.0,438.5,"(197, 439)",160,347,234,530
32,1,person,126.5,1003.5,"(127, 1003)",80,927,173,1080
32,2,person,820.5,285.5,"(821, 286)",787,197,854,374
32,3,person,1680.0,838.5,"(1680, 839)",1616,698,1744,979
32,4,person,964.5,139.5,"(964, 139)",932,66,997,213
32,5,person,898.5,293.5,"(899, 294)",871,206,926,381
32,6,person,833.5,567.0,"(833, 567)",774,455,893,679
32,7,person,1676.0,171.0,"(1676, 171)",1645,94,1707,248
32,9,person,1514.5,87.0,"(1514, 87)",1477,12,1552,162
32,12,person,795.5,984.0,"(795, 984)",688,888,903,1080
32,13,person,1152.0,46.0,"(1152, 46)",1129,0,1175,92
32,14,person,1347.0,18.0,"(1347, 18)",1329,0,1365,36
32,16,person,405.0,292.5,"(405, 292)",366,202,444,383
32,17,person,1045.0,57.5,"(1045, 57)",1017,0,1073,115
32,19,person,193.0,445.5,"(193, 445)",156,356,230,535
33,1,person,117.0,1005.5,"(117, 1005)",71,931,163,1080
33,2,person,822.5,283.0,"(823, 283)",790,196,855,370
33,3,person,1680.5,840.5,"(1681, 840)",1617,701,1744,980
33,4,person,965.5,138.0,"(965, 138)",933,64,998,212
33,5,person,902.0,293.5,"(902, 293)",874,205,930,382
33,6,person,829.5,564.0,"(830, 564)",771,456,888,672
33,7,person,1675.5,169.5,"(1676, 170)",1645,93,1706,246
33,9,person,1515.5,86.0,"(1515, 86)",1478,11,1553,161
33,12,person,799.5,981.0,"(800, 981)",693,882,906,1080
33,13,person,1151.0,45.5,"(1151, 45)",1128,0,1174,91
33,14,person,1347.5,18.0,"(1348, 18)",1329,0,1366,36
33,16,person,412.0,293.5,"(412, 294)",372,204,452,383
