frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
236,28,person,1677.0,965.0,"(1677, 965)",1622,850,1732,1080
236,30,person,365.0,486.0,"(365, 486)",315,377,415,595
236,33,person,1451.5,46.5,"(1452, 46)",1425,0,1478,93
236,35,person,1479.0,991.0,"(1479, 991)",1378,903,1580,1079
236,40,person,33.0,491.5,"(33, 492)",3,383,63,600
237,2,person,1215.5,86.5,"(1215, 86)",1190,18,1241,155
237,5,person,1275.0,97.0,"(1275, 97)",1253,28,1297,166
237,12,person,1277.5,461.0,"(1277, 461)",1226,368,1329,554
237,13,person,794.5,164.0,"(794, 164)",772,110,817,218
237,28,person,1676.0,967.5,"(1676, 968)",1621,855,1731,1080
237,30,person,366.5,484.5,"(366, 484)",316,375,417,594
237,33,person,1450.0,47.0,"(1450, 47)",1423,0,1477,94
237,35,person,1480.5,990.0,"(1481, 990)",1381,900,1580,1080
237,40,person,35.0,492.0,"(35, 492)",5,388,65,596
238,2,person,1216.0,86.0,"(1216, 86)",1191,18,1241,154
238,5,person,1275.0,97.0,"(1275, 97)",1253,28,1297,166
238,12,person,1279.0,461.0,"(1279, 461)",1228,368,1330,554
238,13,person,792.5,162.0,"(792, 162)",771,110,814,214
238,28,person,1676.0,968.5,"(1676, 968)",1621,857,1731,1080
238,30,person,367.0,483.5,"(367, 484)",317,374,417,593
238,33,person,1449.5,47.5,"(1450, 47)",1423,0,1476,95
238,35,person,1481.0,989.5,"(1481, 989)",1385,899,1577,1080
238,40,person,36.0,492.0,"(36, 492)",6,389,66,595
239,2,person,1219.5,86.0,"(1220, 86)",1194,18,1245,154
239,5,person,1275.5,96.5,"(1276, 96)",1254,28,1297,165
239,12,person,1281.0,460.5,"(1281, 461)",1231,369,1331,552
239,13,person,791.0,165.0,"(791, 165)",770,115,812,215
239,28,person,1673.5,969.5,"(1673, 970)",1618,859,1729,1080
239,30,person,370.0,482.5,"(370, 482)",320,374,420,591
239,33,person,1449.5,47.5,"(1450, 47)",1422,0,1477,95
239,35,person,1482.0,988.5,"(1482, 988)",1388,897,1576,1080
239,40,person,38.0,492.0,"(38, 492)",7,389,69,595
240,2,person,1221.5,87.0,"(1222, 87)",1197,21,1246,153
240,5,person,1278.5,95.5,"(1278, 96)",1257,27,1300,164
240,12,person,1283.0,455.5,"(1283, 455)",1235,368,1331,543
240,13,person,789.0,162.5,"(789, 162)",768,112,810,213
240,28,person,1670.0,971.0,"(1670, 971)",1614,862,1726,1080
240,30,person,372.0,480.0,"(372, 480)",322,371,422,589
240,33,person,1449.0,47.5,"(1449, 47)",1422,0,1476,95
240,35,person,1482.5,987.0,"(1482, 987)",1391,895,1574,1079
240,40,person,39.5,492.5,"(40, 492)",8,390,71,595
241,2,person,1224.0,86.5,"(1224, 87)",1199,20,1249,153
241,5,person,1280.5,95.0,"(1280, 95)",1259,27,1302,163
241,12,person,1288.0,453.0,"(1288, 453)",1241,366,1335,540
241,13,person,788.0,165.5,"(788, 165)",767,117,809,214
241,28,person,1666.0,972.0,"(1666, 972)",1610,864,1722,1080
241,30,person,374.0,477.0,"(374, 477)",325,368,423,586
241,33,person,1447.5,48.0,"(1447, 48)",1420,0,1475,96
241,35,person,1483.5,985.0,"(1483, 985)",1394,892,1573,1078
241,40,person,41.5,490.5,"(42, 491)",9,387,74,594
242,2,person,1225.5,87.0,"(1225, 87)",1200,20,1251,154
242,5,person,1282.5,94.5,"(1283, 94)",1261,27,1304,162
242,12,person,1288.5,452.0,"(1289, 452)",1241,364,1336,540
242,13,person,787.5,167.0,"(787, 167)",766,119,809,215
242,28,person,1660.5,974.5,"(1660, 975)",1605,870,1716,1079
242,30,person,376.5,472.0,"(377, 472)",329,366,424,578
242,33,person,1445.5,48.5,"(1446, 48)",1418,0,1473,97
242,35,person,1484.0,983.5,"(1484, 984)",1395,889,1573,1078
242,40,person,44.5,489.5,"(45, 490)",10,384,79,595
243,2,person,1226.0,86.5,"(1226, 86)",1200,19,1252,154
243,5,person,1285.0,93.5,"(1285, 93)",1264,26,1306,161
243,12,person,1289.0,450.0,"(1289, 450)",1242,362,1336,538
243,13,person,785.0,169.0,"(785, 169)",763,121,807,217
243,28,person,1657.5,977.5,"(1658, 977)",1603,876,1712,1079
243,30,person,380.0,467.5,"(380, 468)",334,364,426,571
243,33,person,1445.0,49.0,"(1445, 49)",1417,0,1473,98
243,35,person,1485.5,982.0,"(1486, 982)",1398,886,1573,1078
243,40,person,47.5,489.0,"(47, 489)",12,383,83,595
244,2,person,1226.0,86.0,"(1226, 86)",1200,18,1252,154
244,5,person,1285.5,93.0,"(1286, 93)",1264,26,1307,160
244,12,person,1289.0,449.5,"(1289, 449)",1242,361,1336,538
244,13,person,785.0,170.0,"(785, 170)",762,122,808,218
244,28,person,1657.5,978.5,"(1657, 978)",1603,878,1712,1079
244,30,person,380.5,467.0,"(381, 467)",335,364,426,570
244,33,person,1444.5,49.0,"(1445, 49)",1417,0,1472,98
244,35,person,1486.5,981.5,"(1486, 981)",1401,885,1572,1078
244,40,person,48.5,489.0,"(48, 489)",12,383,85,595
245,2,person,1227.5,85.5,"(1227, 86)",1202,19,1253,152
245,5,person,1286.5,92.0,"(1287, 92)",1265,25,1308,159
245,12,person,1289.5,446.5,"(1290, 446)",1243,360,1336,533
245,13,person,782.5,171.0,"(783, 171)",759,123,806,219
245,28,person,1655.5,981.0,"(1655, 981)",1601,883,1710,1079
245,30,person,383.0,465.0,"(383, 465)",338,362,428,568
245,33,person,1443.5,49.0,"(1444, 49)",1416,0,1471,98
245,35,person,1490.0,980.0,"(1490, 980)",1406,883,1574,1077
245,40,person,51.5,487.5,"(52, 487)",14,381,89,594
246,2,person,1228.0,85.5,"(1228, 86)",1203,21,1253,150
246,5,person,1288.5,91.5,"(1288, 91)",1267,24,1310,159
246,12,person,1289.0,444.0,"(1289, 444)",1242,357,1336,531
246,13,person,779.5,173.5,"(779, 174)",756,126,803,221
246,28,person,1652.5,983.5,"(1653, 983)",1599,889,1706,1078
246,30,person,385.0,463.5,"(385, 463)",340,359,430,568
246,33,person,1443.5,49.0,"(1443, 49)",1416,0,1471,98
246,35,person,1493.5,978.5,"(1493, 978)",1410,880,1577,1077
246,40,person,55.5,486.5,"(55, 486)",17,380,94,593
247,2,person,1230.5,81.0,"(1231, 81)",1205,15,1256,147
247,5,person,1289.5,90.5,"(1290, 91)",1268,25,1311,156
247,12,person,1289.0,440.5,"(1289, 441)",1243,355,1335,526
247,13,person,777.5,176.0,"(777, 176)",753,127,802,225
247,28,person,1649.5,987.5,"(1650, 988)",1597,897,1702,1078
247,30,person,388.0,463.5,"(388, 463)",343,358,433,569
247,33,person,1443.0,49.5,"(1443, 49)",1416,0,1470,99
247,35,person,1496.0,976.5,"(1496, 977)",1413,875,1579,1078
247,40,person,59.5,485.0,"(60, 485)",20,378,99,592
248,2,person,1232.5,79.5,"(1232, 79)",1207,13,1258,146
248,5,person,1293.0,89.5,"(1293, 89)",1272,24,1314,155
248,12,person,1291.0,438.5,"(1291, 439)",1244,352,1338,525
248,13,person,772.0,179.5,"(772, 180)",746,128,798,231
248,28,person,1646.0,991.5,"(1646, 992)",1594,904,1698,1079
248,30,person,391.5,462.5,"(391, 463)",346,356,437,569
248,33,person,1442.0,49.5,"(1442, 49)",1415,0,1469,99
248,35,person,1499.0,972.0,"(1499, 972)",1415,866,1583,1078
248,40,person,65.0,483.5,"(65, 484)",25,376,105,591
249,2,person,1233.5,78.5,"(1234, 79)",1208,13,1259,144
249,5,person,1294.5,88.5,"(1295, 88)",1273,23,1316,154
249,12,person,1293.0,435.0,"(1293, 435)",1247,350,1339,520
249,13,person,768.0,181.0,"(768, 181)",741,128,795,234
249,28,person,1644.0,992.5,"(1644, 993)",1591,906,1697,1079
249,30,person,394.5,461.5,"(394, 462)",349,355,440,568
249,33,person,1440.5,50.5,"(1441, 50)",1413,0,1468,101
249,35,person,1502.5,969.0,"(1502, 969)",1418,859,1587,1079
249,40,person,68.0,482.0,"(68, 482)",28,377,108,587
250,2,person,1234.0,78.5,"(1234, 79)",1208,13,1260,144
250,5,person,1295.5,88.0,"(1296, 88)",1274,22,1317,154
250,12,person,1294.0,433.5,"(1294, 434)",1248,349,1340,518
250,13,person,766.5,181.5,"(767, 181)",739,128,794,235
250,28,person,1643.5,993.0,"(1644, 993)",1590,906,1697,1080
250,30,person,395.5,462.0,"(395, 462)",350,355,441,569
250,33,person,1440.5,50.5,"(1440, 50)",1413,0,1468,101
250,35,person,1503.0,968.0,"(1503, 968)",1420,857,1586,1079
250,40,person,69.0,482.0,"(69, 482)",29,378,109,586
251,2,person,1235.0,78.5,"(1235, 78)",1209,12,1261,145
251,5,person,1296.5,87.5,"(1296, 87)",1275,22,1318,153
251,12,person,1295.0,433.0,"(1295, 433)",1248,347,1342,519
251,13,person,763.5,181.5,"(763, 182)",736,127,791,236
251,28,person,1641.5,998.5,"(1642, 998)",1590,918,1693,1079
251,30,person,397.5,460.5,"(398, 461)",352,353,443,568
251,33,person,1437.5,51.5,"(1438, 51)",1410,0,1465,103
251,35,person,1505.0,966.0,"(1505, 966)",1423,853,1587,1079
251,40,person,75.5,477.5,"(75, 478)",36,375,115,580
252,2,person,1236.5,77.5,"(1236, 77)",1210,9,1263,146
252,5,person,1298.5,87.0,"(1298, 87)",1277,21,1320,153
252,12,person,1297.0,433.0,"(1297, 433)",1249,346,1345,520
252,13,person,759.5,183.0,"(760, 183)",732,128,787,238
252,28,person,1638.5,1002.5,"(1638, 1002)",1589,926,1688,1079
252,30,person,399.5,460.0,"(399, 460)",354,352,445,568
252,33,person,1436.5,52.0,"(1437, 52)",1409,0,1464,104
252,35,person,1506.0,965.0,"(1506, 965)",1425,850,1587,1080
252,40,person,80.0,474.5,"(80, 475)",41,375,119,574
253,2,person,1238.0,77.0,"(1238, 77)",1212,9,1264,145
253,5,person,1300.0,86.5,"(1300, 87)",1278,21,1322,152
253,12,person,1299.5,432.5,"(1299, 432)",1251,344,1348,521
253,13,person,756.5,184.0,"(757, 184)",729,129,784,239
253,28,person,1636.0,1005.5,"(1636, 1005)",1587,932,1685,1079
253,30,person,402.0,459.0,"(402, 459)",357,351,447,567
253,33,person,1436.0,52.0,"(1436, 52)",1409,0,1463,104
253,35,person,1507.5,963.0,"(1507, 963)",1427,846,1588,1080
253,40,person,84.5,470.5,"(84, 471)",45,370,124,571
254,2,person,1239.5,76.0,"(1239, 76)",1213,8,1266,144
254,5,person,1301.5,86.5,"(1301, 86)",1280,21,1323,152
254,12,person,1301.0,431.5,"(1301, 432)",1252,342,1350,521
254,13,person,753.5,187.0,"(753, 187)",725,129,782,245
254,28,person,1633.5,1007.0,"(1634, 1007)",1584,935,1683,1079
254,30,person,405.5,458.5,"(406, 458)",361,351,450,566
254,33,person,1435.5,53.0,"(1435, 53)",1408,0,1463,106
254,35,person,1509.0,962.0,"(1509, 962)",1430,844,1588,1080
254,40,person,88.0,468.5,"(88, 469)",48,368,128,569
255,2,person,1241.0,77.0,"(1241, 77)",1215,10,1267,144
255,5,person,1302.5,86.0,"(1303, 86)",1281,21,1324,151
255,12,person,1301.0,430.0,"(1301, 430)",1252,340,1350,520
255,13,person,749.5,189.0,"(750, 189)",720,128,779,250
255,28,person,1632.0,1009.0,"(1632, 1009)",1582,939,1682,1079
255,30,person,407.0,454.5,"(407, 454)",363,349,451,560
255,33,person,1434.5,54.0,"(1435, 54)",1407,0,1462,108
255,35,person,1510.5,960.0,"(1510, 960)",1432,840,1589,1080
255,40,person,95.5,465.5,"(95, 466)",55,365,136,566
256,2,person,1241.0,77.0,"(1241, 77)",1215,11,1267,143
256,5,person,1302.5,85.5,"(1303, 86)",1281,20,1324,151
256,12,person,1301.0,429.5,"(1301, 429)",1252,339,1350,520
256,13,person,748.5,190.0,"(749, 190)",719,127,778,253
256,28,person,1631.0,1009.5,"(1631, 1009)",1580,940,1682,1079
256,30,person,408.0,453.0,"(408, 453)",364,348,452,558
256,33,person,1434.5,54.5,"(1435, 54)",1407,0,1462,109
256,35,person,1510.5,959.0,"(1511, 959)",1433,838,1588,1080
256,40,person,98.0,464.5,"(98, 465)",57,364,139,565
257,2,person,1242.5,77.0,"(1243, 77)",1216,9,1269,145
257,5,person,1304.0,85.0,"(1304, 85)",1282,18,1326,152
257,12,person,1301.0,428.0,"(1301, 428)",1252,337,1350,519
257,13,person,747.0,191.5,"(747, 191)",718,130,776,253
257,28,person,1630.5,1011.0,"(1630, 1011)",1579,943,1682,1079
257,30,person,410.5,451.0,"(411, 451)",367,347,454,555
257,33,person,1434.5,54.5,"(1434, 54)",1407,0,1462,109
257,35,person,1510.5,958.0,"(1510, 958)",1434,836,1587,1080
257,40,person,102.0,463.5,"(102, 464)",61,362,143,565
257,41,person,1209.5,15.0,"(1209, 15)",1194,0,1225,30
258,2,person,1244.0,77.0,"(1244, 77)",1217,9,1271,145
258,5,person,1305.5,84.0,"(1306, 84)",1284,17,1327,151
258,12,person,1302.0,427.0,"(1302, 427)",1253,336,1351,518
258,13,person,746.0,193.0,"(746, 193)",718,133,774,253
258,28,person,1628.5,1012.0,"(1628, 1012)",1576,945,1681,1079
258,30,person,412.0,444.5,"(412, 444)",370,343,454,546
258,33,person,1433.5,54.5,"(1433, 54)",1406,0,1461,109
258,35,person,1510.5,956.0,"(1511, 956)",1435,832,1586,1080
258,40,person,110.0,465.0,"(110, 465)",68,363,152,567
258,41,person,1209.5,15.5,"(1210, 15)",1194,0,1225,31
259,2,person,1245.5,77.0,"(1245, 77)",1219,9,1272,145
259,5,person,1306.5,81.5,"(1307, 82)",1285,15,1328,148
259,12,person,1303.0,424.5,"(1303, 425)",1255,335,1351,514
259,13,person,743.5,193.0,"(743, 193)",716,134,771,252
259,28,person,1619.0,1014.0,"(1619, 1014)",1566,949,1672,1079
259,30,person,413.0,440.0,"(413, 440)",371,339,455,541
259,33,person,1433.0,54.5,"(1433, 54)",1406,0,1460,109
259,35,person,1512.0,955.0,"(1512, 955)",1437,830,1587,1080
259,40,person,116.0,443.5,"(116, 443)",65,319,167,568
260,2,person,1246.5,76.0,"(1246, 76)",1220,8,1273,144
260,5,person,1307.0,79.5,"(1307, 80)",1286,14,1328,145
260,12,person,1305.5,423.5,"(1305, 423)",1257,334,1354,513
260,13,person,740.5,193.0,"(741, 193)",715,136,766,250
260,16,person,910.5,108.0,"(910, 108)",888,54,933,162
260,28,person,1614.0,1016.0,"(1614, 1016)",1560,953,1668,1079
260,30,person,414.5,437.0,"(414, 437)",373,337,456,537
260,33,person,1432.0,55.0,"(1432, 55)",1405,0,1459,110
260,35,person,1514.5,952.0,"(1514, 952)",1440,824,1589,1080
260,40,person,123.0,455.5,"(123, 455)",76,344,170,567
261,2,person,1248.0,74.0,"(1248, 74)",1222,7,1274,141
261,5,person,1308.0,79.0,"(1308, 79)",1287,14,1329,144
261,12,person,1307.5,421.5,"(1307, 421)",1259,332,1356,511
261,13,person,735.5,196.5,"(736, 197)",709,137,762,256
261,16,person,912.0,98.5,"(912, 98)",885,33,939,164
261,28,person,1609.5,1019.5,"(1609, 1019)",1555,960,1664,1079
261,30,person,418.0,434.5,"(418, 435)",376,334,460,535
261,33,person,1431.0,55.5,"(1431, 55)",1404,0,1458,111
261,35,person,1514.0,949.0,"(1514, 949)",1440,819,1588,1079
261,40,person,128.5,460.5,"(128, 461)",83,356,174,565
261,41,person,1209.0,17.0,"(1209, 17)",1192,0,1226,34
262,2,person,1248.0,73.5,"(1248, 74)",1222,7,1274,140
262,5,person,1308.0,78.5,"(1308, 78)",1287,13,1329,144
262,12,person,1308.5,420.5,"(1308, 421)",1260,331,1357,510
262,13,person,734.0,198.0,"(734, 198)",708,138,760,258
262,16,person,913.0,95.5,"(913, 95)",885,26,941,165
262,28,person,1608.0,1020.5,"(1608, 1020)",1552,962,1664,1079
262,30,person,419.0,433.5,"(419, 434)",377,333,461,534
262,33,person,1431.0,55.5,"(1431, 55)",1404,0,1458,111
262,35,person,1514.0,948.0,"(1514, 948)",1441,817,1587,1079
262,40,person,130.5,462.5,"(130, 463)",85,360,176,565
262,41,person,1208.5,17.0,"(1209, 17)",1191,0,1226,34
263,2,person,1249.5,73.0,"(1250, 73)",1223,5,1276,141
263,5,person,1308.5,78.5,"(1309, 79)",1287,12,1330,145
263,12,person,1309.0,420.0,"(1309, 420)",1260,329,1358,511
263,13,person,731.0,198.5,"(731, 198)",705,137,757,260
263,16,person,914.5,93.0,"(915, 93)",886,22,943,164
263,28,person,1611.0,1023.5,"(1611, 1023)",1555,968,1667,1079
263,30,person,421.0,432.0,"(421, 432)",379,331,463,533
263,33,person,1430.0,55.0,"(1430, 55)",1403,0,1457,110
263,35,person,1514.5,947.0,"(1514, 947)",1442,815,1587,1079
263,40,person,132.5,439.0,"(132, 439)",78,314,187,564
263,41,person,1208.5,17.0,"(1208, 17)",1191,0,1226,34
264,2,person,1250.5,73.0,"(1250, 73)",1224,4,1277,142
264,5,person,1310.5,78.0,"(1310, 78)",1289,11,1332,145
264,12,person,1310.5,414.5,"(1311, 414)",1263,327,1358,502
264,13,person,727.5,198.5,"(727, 199)",702,138,753,259
264,16,person,916.5,92.5,"(917, 92)",888,21,945,164
264,28,person,1610.5,1027.5,"(1610, 1028)",1556,976,1665,1079
264,30,person,424.5,430.5,"(425, 431)",382,329,467,532
264,33,person,1430.0,55.5,"(1430, 55)",1403,0,1457,111
264,35,person,1516.0,945.5,"(1516, 945)",1444,812,1588,1079
264,40,person,134.5,434.5,"(134, 435)",80,308,189,561
264,41,person,1208.5,17.5,"(1208, 17)",1191,0,1226,35
265,2,person,1251.0,71.0,"(1251, 71)",1225,3,1277,139
265,5,person,1312.0,77.5,"(1312, 77)",1290,10,1334,145
265,12,person,1312.5,411.5,"(1312, 411)",1266,326,1359,497
265,13,person,724.5,198.5,"(725, 198)",699,139,750,258
265,16,person,918.5,92.0,"(918, 92)",892,24,945,160
265,28,person,1610.0,1031.5,"(1610, 1032)",1558,984,1662,1079
265,30,person,429.0,430.0,"(429, 430)",386,327,472,533
265,33,person,1429.0,55.0,"(1429, 55)",1402,0,1456,110
265,35,person,1517.5,943.0,"(1517, 943)",1446,807,1589,1079
265,40,person,138.5,436.5,"(138, 436)",87,315,190,558
265,41,person,1207.0,17.5,"(1207, 17)",1189,0,1225,35
266,2,person,1252.0,70.0,"(1252, 70)",1227,5,1277,135
266,5,person,1313.5,77.0,"(1314, 77)",1291,9,1336,145
266,12,person,1313.5,411.0,"(1314, 411)",1267,325,1360,497
266,13,person,722.5,198.0,"(722, 198)",697,138,748,258
266,16,person,920.0,90.0,"(920, 90)",893,21,947,159
266,28,person,1606.5,1035.0,"(1606, 1035)",1555,990,1658,1080
266,30,person,434.5,430.0,"(434, 430)",390,326,479,534
266,33,person,1428.5,55.0,"(1429, 55)",1402,0,1455,110
266,35,person,1519.0,941.5,"(1519, 941)",1448,804,1590,1079
266,40,person,142.0,440.0,"(142, 440)",94,327,190,553
266,41,person,1207.0,18.0,"(1207, 18)",1189,0,1225,36
267,2,person,1256.5,68.0,"(1256, 68)",1232,4,1281,132
267,5,person,1315.5,76.5,"(1316, 77)",1294,12,1337,141
267,12,person,1316.0,410.0,"(1316, 410)",1269,324,1363,496
267,13,person,719.5,199.0,"(720, 199)",694,139,745,259
267,28,person,1603.0,1039.0,"(1603, 1039)",1553,998,1653,1080
267,30,person,438.5,429.5,"(438, 430)",394,325,483,534
267,33,person,1428.5,55.0,"(1429, 55)",1402,0,1455,110
267,35,person,1520.5,940.0,"(1520, 940)",1450,801,1591,1079
267,40,person,145.0,445.0,"(145, 445)",102,344,188,546
267,41,person,1205.5,18.0,"(1206, 18)",1187,0,1224,36
268,2,person,1258.0,66.5,"(1258, 67)",1234,3,1282,130
268,5,person,1316.0,76.5,"(1316, 76)",1295,13,1337,140
268,12,person,1317.0,410.0,"(1317, 410)",1270,324,1364,496
268,13,person,719.0,199.5,"(719, 199)",693,139,745,260
268,28,person,1602.5,1040.5,"(1602, 1040)",1551,1001,1654,1080
268,30,person,440.0,430.0,"(440, 430)",395,325,485,535
268,33,person,1429.0,55.5,"(1429, 55)",1402,0,1456,111
268,35,person,1520.5,939.5,"(1521, 939)",1451,800,1590,1079
268,40,person,146.0,446.5,"(146, 446)",105,350,187,543
268,41,person,1205.0,18.0,"(1205, 18)",1187,0,1223,36
269,2,person,1259.0,67.0,"(1259, 67)",1235,3,1283,131
269,5,person,1318.0,75.5,"(1318, 76)",1297,13,1339,138
269,12,person,1319.0,409.0,"(1319, 409)",1272,323,1366,495
269,13,person,717.0,201.5,"(717, 201)",691,140,743,263
269,28,person,1603.5,1042.0,"(1604, 1042)",1552,1004,1655,1080
269,30,person,441.0,430.0,"(441, 430)",396,325,486,535
269,33,person,1428.5,55.0,"(1428, 55)",1402,0,1455,110
269,35,person,1522.5,938.0,"(1522, 938)",1454,799,1591,1077
269,40,person,150.5,446.0,"(150, 446)",110,350,191,542
269,41,person,1203.5,18.0,"(1203, 18)",1185,0,1222,36
270,2,person,1260.0,68.0,"(1260, 68)",1236,4,1284,132
270,5,person,1319.0,75.0,"(1319, 75)",1298,13,1340,137
270,12,person,1320.5,409.0,"(1321, 409)",1273,322,1368,496
270,13,person,716.0,203.5,"(716, 203)",689,141,743,266
270,28,person,1605.0,1044.5,"(1605, 1044)",1554,1009,1656,1080
270,30,person,444.5,428.0,"(444, 428)",400,324,489,532
270,33,person,1428.0,55.0,"(1428, 55)",1401,0,1455,110
270,35,person,1524.0,937.5,"(1524, 937)",1456,798,1592,1077
270,40,person,155.0,441.0,"(155, 441)",114,342,196,540
270,41,person,1201.5,18.5,"(1202, 18)",1183,0,1220,37
271,2,person,1262.0,67.5,"(1262, 68)",1238,4,1286,131
271,5,person,1321.0,74.0,"(1321, 74)",1300,12,1342,136
271,12,person,1321.5,406.5,"(1321, 406)",1274,319,1369,494
271,13,person,713.5,208.0,"(714, 208)",686,145,741,271
271,28,person,1600.0,1046.5,"(1600, 1046)",1549,1013,1651,1080
271,30,person,446.5,426.5,"(446, 426)",402,322,491,531
271,33,person,1427.0,55.5,"(1427, 55)",1400,0,1454,111
271,35,person,1527.0,937.0,"(1527, 937)",1460,797,1594,1077
271,40,person,159.0,438.5,"(159, 438)",118,338,200,539
271,41,person,1200.5,19.0,"(1201, 19)",1182,0,1219,38
272,2,person,1263.0,68.0,"(1263, 68)",1239,5,1287,131
272,5,person,1323.0,73.5,"(1323, 73)",1302,12,1344,135
272,12,person,1322.0,402.5,"(1322, 402)",1276,318,1368,487
272,13,person,711.0,210.0,"(711, 210)",683,146,739,274
272,28,person,1596.5,1048.0,"(1597, 1048)",1545,1016,1648,1080
272,30,person,448.0,424.5,"(448, 425)",404,321,492,528
272,33,person,1427.0,56.5,"(1427, 56)",1400,0,1454,113
272,35,person,1531.0,936.0,"(1531, 936)",1465,795,1597,1077
272,40,person,162.5,438.0,"(162, 438)",121,336,204,540
272,41,person,1200.5,19.5,"(1200, 19)",1181,0,1220,39
273,2,person,1264.0,67.0,"(1264, 67)",1240,4,1288,130
273,5,person,1324.5,72.0,"(1324, 72)",1303,10,1346,134
273,12,person,1323.0,401.0,"(1323, 401)",1276,315,1370,487
273,13,person,707.5,211.5,"(707, 211)",679,147,736,276
273,28,person,1594.5,1050.5,"(1595, 1050)",1544,1021,1645,1080
273,30,person,450.0,421.0,"(450, 421)",406,318,494,524
273,33,person,1426.5,57.0,"(1426, 57)",1399,0,1454,114
273,35,person,1534.5,933.5,"(1534, 933)",1468,791,1601,1076
273,40,person,166.5,437.0,"(166, 437)",125,334,208,540
273,41,person,1200.0,19.5,"(1200, 19)",1181,0,1219,39
274,2,person,1264.5,67.0,"(1265, 67)",1240,4,1289,130
274,5,person,1325.0,71.5,"(1325, 71)",1304,10,1346,133
274,12,person,1323.0,400.5,"(1323, 400)",1276,314,1370,487
274,13,person,706.5,212.5,"(706, 212)",678,148,735,277
274,28,person,1594.5,1051.0,"(1594, 1051)",1542,1022,1647,1080
274,30,person,450.5,419.0,"(451, 419)",407,316,494,522
274,33,person,1425.5,57.5,"(1426, 57)",1398,0,1453,115
274,35,person,1535.5,933.0,"(1536, 933)",1470,790,1601,1076
274,40,person,167.5,437.0,"(167, 437)",126,333,209,541
274,41,person,1200.0,19.5,"(1200, 19)",1181,0,1219,39
275,2,person,1265.5,66.5,"(1266, 66)",1241,3,1290,130
275,5,person,1326.0,71.0,"(1326, 71)",1305,9,1347,133
275,12,person,1323.5,400.0,"(1323, 400)",1276,313,1371,487
275,13,person,703.5,213.5,"(704, 214)",675,149,732,278
275,28,person,1593.5,1053.0,"(1594, 1053)",1542,1026,1645,1080
275,30,person,453.0,417.5,"(453, 418)",410,316,496,519
275,33,person,1425.5,57.5,"(1425, 57)",1398,0,1453,115
275,35,person,1538.0,929.0,"(1538, 929)",1473,785,1603,1073
275,40,person,170.5,435.5,"(171, 436)",129,331,212,540
275,41,person,1200.0,19.5,"(1200, 19)",1181,0,1219,39
276,2,person,1267.0,65.5,"(1267, 66)",1242,2,1292,129
276,5,person,1329.5,70.0,"(1329, 70)",1308,7,1351,133
276,12,person,1324.5,398.0,"(1324, 398)",1278,312,1371,484
276,13,person,699.0,214.5,"(699, 214)",671,150,727,279
276,28,person,1578.5,1055.0,"(1578, 1055)",1527,1030,1630,1080
276,30,person,456.0,412.5,"(456, 412)",414,313,498,512
276,33,person,1425.5,58.0,"(1425, 58)",1398,0,1453,116
276,35,person,1540.5,924.5,"(1540, 925)",1475,779,1606,1070
276,40,person,177.0,427.0,"(177, 427)",133,316,221,538
276,41,person,1198.5,20.0,"(1199, 20)",1179,0,1218,40
277,2,person,1268.5,65.5,"(1268, 66)",1244,3,1293,128
277,5,person,1331.0,68.0,"(1331, 68)",1309,4,1353,132
277,12,person,1329.0,397.0,"(1329, 397)",1282,310,1376,484
277,13,person,694.5,214.0,"(695, 214)",667,150,722,278
277,28,person,1574.5,1056.5,"(1575, 1056)",1527,1033,1622,1080
277,30,person,458.5,409.0,"(459, 409)",417,310,500,508
277,33,person,1425.0,58.0,"(1425, 58)",1398,1,1452,115
277,35,person,1543.0,914.0,"(1543, 914)",1481,775,1605,1053
277,40,person,182.0,423.0,"(182, 423)",137,309,227,537
277,41,person,1198.5,20.5,"(1198, 20)",1179,0,1218,41
278,2,person,1269.5,64.5,"(1269, 65)",1245,3,1294,126
278,5,person,1333.0,67.5,"(1333, 67)",1311,4,1355,131
278,12,person,1331.0,396.5,"(1331, 397)",1284,309,1378,484
278,13,person,689.0,214.5,"(689, 214)",661,151,717,278
278,30,person,460.5,407.0,"(460, 407)",419,308,502,506
278,33,person,1423.5,58.5,"(1424, 58)",1397,2,1450,115
278,35,person,1546.5,906.5,"(1546, 906)",1488,774,1605,1039
278,40,person,187.0,426.0,"(187, 426)",142,315,232,537
278,41,person,1197.5,20.5,"(1198, 20)",1178,0,1217,41
279,2,person,1271.5,64.0,"(1271, 64)",1247,3,1296,125
279,5,person,1334.5,67.5,"(1335, 68)",1313,5,1356,130
279,12,person,1332.0,395.5,"(1332, 395)",1285,308,1379,483
279,13,person,684.5,213.5,"(684, 213)",657,150,712,277
279,30,person,461.5,406.0,"(462, 406)",420,306,503,506
279,33,person,1423.0,58.5,"(1423, 58)",1397,4,1449,113
279,35,person,1551.0,901.5,"(1551, 902)",1493,769,1609,1034
279,40,person,191.5,432.0,"(191, 432)",148,325,235,539
279,41,person,1197.5,20.5,"(1198, 20)",1178,0,1217,41
280,2,person,1272.5,64.0,"(1272, 64)",1248,2,1297,126
280,5,person,1335.0,68.0,"(1335, 68)",1313,6,1357,130
280,12,person,1332.0,395.5,"(1332, 395)",1285,308,1379,483
280,13,person,683.0,213.0,"(683, 213)",656,150,710,276
